State,Year,Total
Montana,2011,6
Montana,2010,5
Montana,2009,5
Montana,2008,4
Montana,2007,4
Montana,2006,2
Montana,2005,3
Montana,2004,8
Montana,2003,10
Montana,2002,13
Montana,2001,11
Montana,2000,10
Montana,1999,9
Montana,1998,6
Montana,1997,12
Montana,1996,7
Montana,1995,7
Montana,1994,7
Montana,1993,9
Montana,1992,5
Montana,1991,3
Montana,1990,3
Montana,1989,5
Montana,1988,3
Montana,1987,7
Montana,1986,9
Montana,1985,12
Montana,1984,9
Montana,1983,9
Montana,1982,5
Montana,1981,7
Montana,1980,4
Montana,1979,4
Montana,1978,4
Montana,1977,7
Montana,1976,2
Montana,1975,4
Nebraska,2017,36
Nebraska,2016,28
Nebraska,2015,26
Nebraska,2014,28
Nebraska,2013,26
Nebraska,2012,26
Nebraska,2011,28
Nebraska,2010,32
Nebraska,2009,32
Nebraska,2008,31
Nebraska,2007,35
Nebraska,2006,39
Nebraska,2005,33
Nebraska,2004,30
Nebraska,2003,47
Nebraska,2002,55
Nebraska,2001,58
Nebraska,2000,58
Nebraska,1999,56
Nebraska,1998,56
Nebraska,1997,55
Nebraska,1996,51
Nebraska,1995,41
Nebraska,1994,25
Nebraska,1993,23
Nebraska,1992,27
Nebraska,1991,28
Nebraska,1990,19
Nebraska,1989,25
Nebraska,1988,28
Nebraska,1987,26
Nebraska,1986,26
Nebraska,1985,36
Nebraska,1984,38
Nebraska,1983,26
Nebraska,1982,21
Nebraska,1981,17
Nebraska,1980,24
Nebraska,1979,21
Nebraska,1978,26
Nebraska,1977,26
Nebraska,1976,26
Nebraska,1975,31
Nevada,2017,21
Nevada,2016,16
Nevada,2015,16
Nevada,2014,15
Nevada,2013,13
Nevada,2012,16
Nevada,2011,14
Nevada,2010,14
Nevada,2009,14
Nevada,2008,14
Nevada,2007,15
Nevada,2006,12
Nevada,2005,8
Nevada,2004,8
Nevada,2003,17
Nevada,2002,16
Nevada,2001,15
Nevada,2000,20
Nevada,1999,18
Nevada,1998,13
Nevada,1997,16
Nevada,1996,13
Nevada,1995,11
Nevada,1994,9
Nevada,1993,7
Nevada,1992,8
Nevada,1991,6
Nevada,1990,5
Nevada,1989,4
Nevada,1988,7
Nevada,1987,5
Nevada,1986,2
Nevada,1985,5
Nevada,1984,3
Nevada,1983,1
Nevada,1982,3
Nevada,1981,2
Nevada,1980,2
Nevada,1979,1
Nevada,1978,2
Nevada,1977,5
Nevada,1976,3
Nevada,1975,1
New Hampshire,2017,27
New Hampshire,2016,25
New Hampshire,2015,25
New Hampshire,2014,24
New Hampshire,2013,27
New Hampshire,2012,22
New Hampshire,2011,19
New Hampshire,2010,17
New Hampshire,2009,17
New Hampshire,2008,15
New Hampshire,2007,16
New Hampshire,2006,21
New Hampshire,2005,17
New Hampshire,2004,11
New Hampshire,2003,23
New Hampshire,2002,21
New Hampshire,2001,18
New Hampshire,2000,19
New Hampshire,1999,16
New Hampshire,1998,14
New Hampshire,1997,16
New Hampshire,1996,17
New Hampshire,1995,17
New Hampshire,1994,13
New Hampshire,1993,15
New Hampshire,1992,14
New Hampshire,1991,13
New Hampshire,1990,15
New Hampshire,1989,9
New Hampshire,1988,6
New Hampshire,1987,8
New Hampshire,1986,11
New Hampshire,1985,8
New Hampshire,1984,10
New Hampshire,1983,1
New Hampshire,1982,2
New Hampshire,1981,8
New Hampshire,1980,8
New Hampshire,1979,16
New Hampshire,1978,13
New Hampshire,1977,13
New Hampshire,1976,13
New Hampshire,1975,11
New Jersey,2017,430
New Jersey,2016,378
New Jersey,2015,372
New Jersey,2014,338
New Jersey,2013,299
New Jersey,2012,264
New Jersey,2011,251
New Jersey,2010,223
New Jersey,2009,223
New Jersey,2008,200
New Jersey,2007,174
New Jersey,2006,185
New Jersey,2005,196
New Jersey,2004,198
New Jersey,2003,241
New Jersey,2002,204
New Jersey,2001,208
New Jersey,2000,191
New Jersey,1999,178
New Jersey,1998,180
New Jersey,1997,172
New Jersey,1996,185
New Jersey,1995,160
New Jersey,1994,156
New Jersey,1993,139
New Jersey,1992,122
New Jersey,1991,118
New Jersey,1990,115
New Jersey,1989,103
New Jersey,1988,100
New Jersey,1987,105
New Jersey,1986,88
New Jersey,1985,103
New Jersey,1984,95
New Jersey,1983,84
New Jersey,1982,88
New Jersey,1981,88
New Jersey,1980,82
New Jersey,1979,87
New Jersey,1978,82
New Jersey,1977,95
New Jersey,1976,88
New Jersey,1975,106
New Mexico,2017,32
New Mexico,2016,27
New Mexico,2015,19
New Mexico,2014,17
New Mexico,2013,15
New Mexico,2012,19
New Mexico,2011,20
New Mexico,2010,18
New Mexico,2009,18
New Mexico,2008,19
New Mexico,2007,20
New Mexico,2006,17
New Mexico,2005,18
New Mexico,2004,19
New Mexico,2003,34
New Mexico,2002,34
New Mexico,2001,30
New Mexico,2000,32
New Mexico,1999,44
New Mexico,1998,41
New Mexico,1997,40
New Mexico,1996,40
New Mexico,1995,25
New Mexico,1994,27
New Mexico,1993,19
New Mexico,1992,17
New Mexico,1991,18
New Mexico,1990,19
New Mexico,1989,15
New Mexico,1988,20
New Mexico,1987,17
New Mexico,1986,17
New Mexico,1985,22
New Mexico,1984,19
New Mexico,1983,22
New Mexico,1982,17
New Mexico,1981,13
New Mexico,1980,12
New Mexico,1979,13
New Mexico,1978,19
New Mexico,1977,19
New Mexico,1976,16
New Mexico,1975,15
New York,2017,349
New York,2016,293
New York,2015,292
New York,2014,281
New York,2013,259
New York,2012,248
New York,2011,213
New York,2010,192
New York,2009,192
New York,2008,165
New York,2007,162
New York,2006,183
New York,2005,168
New York,2004,168
New York,2003,289
New York,2002,295
New York,2001,270
New York,2000,274
New York,1999,271
New York,1998,280
New York,1997,274
New York,1996,270
New York,1995,243
New York,1994,202
New York,1993,218
New York,1992,221
New York,1991,185
New York,1990,187
New York,1989,164
New York,1988,162
New York,1987,144
New York,1986,140
New York,1985,153
New York,1984,151
New York,1983,156
New York,1982,153
New York,1981,136
New York,1980,161
New York,1979,184
New York,1978,211
New York,1977,208
New York,1976,245
New York,1975,277
North Carolina,2017,91
North Carolina,2016,73
North Carolina,2015,65
North Carolina,2014,63
North Carolina,2013,57
North Carolina,2012,58
North Carolina,2011,58
North Carolina,2010,54
North Carolina,2009,54
North Carolina,2008,65
North Carolina,2007,46
North Carolina,2006,48
North Carolina,2005,53
North Carolina,2004,59
North Carolina,2003,94
North Carolina,2002,72
North Carolina,2001,67
North Carolina,2000,65
North Carolina,1999,63
North Carolina,1998,65
North Carolina,1997,67
North Carolina,1996,63
North Carolina,1995,65
North Carolina,1994,61
North Carolina,1993,52
North Carolina,1992,31
North Carolina,1991,35
North Carolina,1990,32
North Carolina,1989,25
North Carolina,1988,26
North Carolina,1987,12
North Carolina,1986,21
North Carolina,1985,27
North Carolina,1984,28
North Carolina,1983,32
North Carolina,1982,32
North Carolina,1981,39
North Carolina,1980,33
North Carolina,1979,33
North Carolina,1978,32
North Carolina,1977,46
North Carolina,1976,37
North Carolina,1975,39
North Dakota,2017,5
North Dakota,2016,2
North Dakota,2015,2
North Dakota,2014,5
North Dakota,2013,5
North Dakota,2012,3
North Dakota,2011,6
North Dakota,2010,6
North Dakota,2009,6
North Dakota,2008,5
North Dakota,2007,7
North Dakota,2006,4
North Dakota,2005,5
North Dakota,2004,5
North Dakota,2003,11
North Dakota,2002,9
North Dakota,2001,11
North Dakota,2000,12
North Dakota,1999,8
North Dakota,1998,7
North Dakota,1997,8
North Dakota,1996,12
North Dakota,1995,10
North Dakota,1994,8
North Dakota,1993,6
North Dakota,1992,5
North Dakota,1991,7
North Dakota,1990,7
North Dakota,1989,4
North Dakota,1988,3
North Dakota,1987,7
North Dakota,1986,11
North Dakota,1985,5
North Dakota,1984,10
North Dakota,1983,5
North Dakota,1982,4
North Dakota,1981,5
North Dakota,1980,4
North Dakota,1979,9
North Dakota,1978,10
North Dakota,1977,7
North Dakota,1976,7
North Dakota,1975,6
Ohio,2017,226
Ohio,2016,221
Ohio,2015,241
Ohio,2014,218
Ohio,2013,210
Ohio,2012,210
Ohio,2011,216
Ohio,2010,214
Ohio,2009,214
Ohio,2008,200
Ohio,2007,181
Ohio,2006,192
Ohio,2005,206
Ohio,2004,199
Ohio,2003,304
Ohio,2002,296
Ohio,2001,300
Ohio,2000,324
Ohio,1999,317
Ohio,1998,342
Ohio,1997,351
Ohio,1996,316
Ohio,1995,284
Ohio,1994,224
Ohio,1993,228
Ohio,1992,227
Ohio,1991,169
Ohio,1990,194
Ohio,1989,154
Ohio,1988,160
Ohio,1987,172
Ohio,1986,156
Ohio,1985,109
Ohio,1984,148
Ohio,1983,158
Ohio,1982,147
Ohio,1981,143
Ohio,1980,138
Ohio,1979,143
Ohio,1978,150
Ohio,1977,162
Ohio,1976,166
Ohio,1975,188
Oklahoma,2017,30
Oklahoma,2016,25
Oklahoma,2015,22
Oklahoma,2014,21
Oklahoma,2013,20
Oklahoma,2012,22
Oklahoma,2011,22
Oklahoma,2010,22
Oklahoma,2009,22
Oklahoma,2008,19
Oklahoma,2007,23
Oklahoma,2006,34
Oklahoma,2005,33
Oklahoma,2004,36
Oklahoma,2003,49
Oklahoma,2002,49
Oklahoma,2001,56
Oklahoma,2000,52
Oklahoma,1999,54
Oklahoma,1998,51
Oklahoma,1997,44
Oklahoma,1996,42
Oklahoma,1995,28
Oklahoma,1994,23
Oklahoma,1993,25
Oklahoma,1992,30
Oklahoma,1991,23
Oklahoma,1990,20
Oklahoma,1989,19
Oklahoma,1988,23
Oklahoma,1987,19
Oklahoma,1986,18
Oklahoma,1985,19
Oklahoma,1984,17
Oklahoma,1983,10
Oklahoma,1982,15
Oklahoma,1981,15
Oklahoma,1980,12
Oklahoma,1979,18
Oklahoma,1978,14
Oklahoma,1977,17
Oklahoma,1976,17
Oklahoma,1975,18
Oregon,2017,58
Oregon,2016,38
Oregon,2015,39
Oregon,2014,36
Oregon,2013,39
Oregon,2012,32
Oregon,2011,35
Oregon,2010,33
Oregon,2009,33
Oregon,2008,23
Oregon,2007,22
Oregon,2006,30
Oregon,2005,26
Oregon,2004,28
Oregon,2003,48
Oregon,2002,41
Oregon,2001,43
Oregon,2000,45
Oregon,1999,39
Oregon,1998,42
Oregon,1997,42
Oregon,1996,45
Oregon,1995,40
Oregon,1994,23
Oregon,1993,18
Oregon,1992,17
Oregon,1991,18
Oregon,1990,20
Oregon,1989,15
Oregon,1988,14
Oregon,1987,12
Oregon,1986,10
Oregon,1985,15
Oregon,1984,12
Oregon,1983,16
Oregon,1982,10
Oregon,1981,12
Oregon,1980,12
Oregon,1979,9
Oregon,1978,11
Oregon,1977,18
Oregon,1976,18
Oregon,1975,21
Other US,2012,24
Other US,2011,28
Other US,2010,27
Other US,2009,27
Other US,2008,30
Other US,2007,28
Other US,2006,32
Other US,2005,29
Other US,2004,26
Other US,2003,40
Other US,2002,45
Other US,2001,47
Other US,2000,55
Other US,1999,40
Other US,1998,34
Pennsylvania,2017,165
Pennsylvania,2016,139
Pennsylvania,2015,149
Pennsylvania,2014,152
Pennsylvania,2013,144
Pennsylvania,2012,143
Pennsylvania,2011,146
Pennsylvania,2010,132
Pennsylvania,2009,132
Pennsylvania,2008,100
Pennsylvania,2007,78
Pennsylvania,2006,81
Pennsylvania,2005,102
Pennsylvania,2004,103
Pennsylvania,2003,179
Pennsylvania,2002,162
Pennsylvania,2001,155
Pennsylvania,2000,161
Pennsylvania,1999,152
Pennsylvania,1998,131
Pennsylvania,1997,142
Pennsylvania,1996,146
Pennsylvania,1995,143
Pennsylvania,1994,119
Pennsylvania,1993,138
Pennsylvania,1992,133
Pennsylvania,1991,146
Pennsylvania,1990,138
Pennsylvania,1989,101
Pennsylvania,1988,89
Pennsylvania,1987,72
Pennsylvania,1986,79
Pennsylvania,1985,80
Pennsylvania,1984,89
Pennsylvania,1983,97
Pennsylvania,1982,90
Pennsylvania,1981,92
Pennsylvania,1980,112
Pennsylvania,1979,110
Pennsylvania,1978,123
Pennsylvania,1977,114
Pennsylvania,1976,122
Pennsylvania,1975,145
Rhode Island,2017,12
Rhode Island,2016,7
Rhode Island,2015,7
Rhode Island,2014,10
Rhode Island,2013,10
Rhode Island,2012,11
Rhode Island,2011,15
Rhode Island,2010,14
Rhode Island,2009,14
Rhode Island,2008,10
Rhode Island,2007,5
Rhode Island,2006,3
Rhode Island,2005,4
Rhode Island,2004,4
Rhode Island,2003,11
Rhode Island,2002,12
Rhode Island,2001,10
Rhode Island,2000,18
Rhode Island,1999,18
Rhode Island,1998,15
Rhode Island,1997,14
Rhode Island,1996,13
Rhode Island,1995,7
Rhode Island,1994,8
Rhode Island,1993,5
Rhode Island,1992,7
Rhode Island,1991,12
Rhode Island,1990,8
Rhode Island,1989,4
Rhode Island,1988,4
Rhode Island,1987,4
Rhode Island,1986,4
Rhode Island,1985,8
Rhode Island,1984,7
Rhode Island,1983,1
Rhode Island,1982,3
Rhode Island,1981,6
Rhode Island,1980,14
Rhode Island,1979,11
Rhode Island,1978,8
Rhode Island,1977,7
Rhode Island,1976,8
Rhode Island,1975,8
South Carolina,2017,26
South Carolina,2016,22
South Carolina,2015,25
South Carolina,2014,25
South Carolina,2013,24
South Carolina,2012,16
South Carolina,2011,18
South Carolina,2010,17
South Carolina,2009,17
South Carolina,2008,28
South Carolina,2007,27
South Carolina,2006,20
South Carolina,2005,24
South Carolina,2004,13
South Carolina,2003,23
South Carolina,2002,20
South Carolina,2001,21
South Carolina,2000,23
South Carolina,1999,27
South Carolina,1998,29
South Carolina,1997,35
South Carolina,1996,30
South Carolina,1995,8
South Carolina,1994,20
South Carolina,1993,20
South Carolina,1992,19
South Carolina,1991,17
South Carolina,1990,22
South Carolina,1989,19
South Carolina,1988,12
South Carolina,1987,14
South Carolina,1986,17
South Carolina,1985,14
South Carolina,1984,6
South Carolina,1983,6
South Carolina,1982,9
South Carolina,1981,13
South Carolina,1980,12
South Carolina,1979,13
South Carolina,1978,10
South Carolina,1977,11
South Carolina,1976,15
South Carolina,1975,22
South Dakota,2017,8
South Dakota,2016,6
South Dakota,2015,11
South Dakota,2014,13
South Dakota,2013,13
South Dakota,2012,12
South Dakota,2011,10
South Dakota,2010,4
South Dakota,2009,4
South Dakota,2008,5
South Dakota,2007,7
South Dakota,2006,6
South Dakota,2005,6
South Dakota,2004,5
South Dakota,2003,8
South Dakota,2002,8
South Dakota,2001,11
South Dakota,2000,11
South Dakota,1999,14
South Dakota,1998,13
South Dakota,1997,13
South Dakota,1996,8
South Dakota,1995,7
South Dakota,1994,6
South Dakota,1993,5
South Dakota,1992,3
South Dakota,1991,3
South Dakota,1990,6
South Dakota,1989,6
South Dakota,1988,5
South Dakota,1987,7
South Dakota,1986,6
South Dakota,1985,8
South Dakota,1984,11
South Dakota,1983,9
South Dakota,1982,9
South Dakota,1981,6
South Dakota,1980,13
South Dakota,1979,7
South Dakota,1978,3
South Dakota,1977,5
South Dakota,1976,3
South Dakota,1975,4
Tennessee,2017,102
Tennessee,2016,84
Tennessee,2015,74
Tennessee,2014,71
Tennessee,2013,69
Tennessee,2012,70
Tennessee,2011,65
Tennessee,2010,56
Tennessee,2009,56
Tennessee,2008,65
Tennessee,2007,50
Tennessee,2006,52
Tennessee,2005,58
Tennessee,2004,52
Tennessee,2003,86
Tennessee,2002,92
Tennessee,2001,81
Tennessee,2000,74
Tennessee,1999,82
Tennessee,1998,99
Tennessee,1997,95
Tennessee,1996,92
Tennessee,1995,76
Tennessee,1994,57
Tennessee,1993,60
Tennessee,1992,58
Tennessee,1991,70
Tennessee,1990,69
Tennessee,1989,64
Tennessee,1988,61
Tennessee,1987,54
Tennessee,1986,50
Tennessee,1985,36
Tennessee,1984,38
Tennessee,1983,31
Tennessee,1982,30
Tennessee,1981,41
Tennessee,1980,44
Tennessee,1979,37
Tennessee,1978,31
Tennessee,1977,31
Tennessee,1976,28
Tennessee,1975,42
Texas,2017,368
Texas,2016,272
Texas,2015,242
Texas,2014,221
Texas,2013,222
Texas,2012,217
Texas,2011,214
Texas,2010,188
Texas,2009,188
Texas,2008,182
Texas,2007,172
Texas,2006,169
Texas,2005,147
Texas,2004,141
Texas,2003,226
Texas,2002,202
Texas,2001,164
Texas,2000,151
Texas,1999,151
Texas,1998,158
Texas,1997,151
Texas,1996,142
Texas,1995,109
Texas,1994,95
Texas,1993,104
Texas,1992,99
Texas,1991,96
Texas,1990,89
Texas,1989,71
Texas,1988,64
Texas,1987,58
Texas,1986,43
Texas,1985,43
Texas,1984,43
Texas,1983,58
Texas,1982,65
Texas,1981,61
Texas,1980,57
Texas,1979,51
Texas,1978,58
Texas,1977,55
Texas,1976,48
Texas,1975,54
Utah,2017,28
Utah,2016,21
Utah,2015,23
Utah,2014,22
Utah,2013,22
Utah,2012,20
Utah,2011,15
Utah,2010,18
Utah,2009,18
Utah,2008,28
Utah,2007,26
Utah,2006,26
Utah,2005,26
Utah,2004,27
Utah,2003,62
Utah,2002,53
Utah,2001,54
Utah,2000,51
Utah,1999,50
Utah,1998,45
Utah,1997,34
Utah,1996,24
Utah,1995,14
Utah,1994,4
Utah,1993,4
Utah,1992,9
Utah,1991,6
Utah,1990,6
Utah,1989,10
Utah,1988,3
Utah,1987,8
Utah,1986,6
Utah,1985,10
Utah,1984,12
Utah,1983,9
Utah,1982,8
Utah,1981,13
Utah,1980,11
Utah,1979,13
Utah,1978,10
Utah,1977,8
Utah,1976,9
Utah,1975,5
Vermont,2017,7
Vermont,2016,5
Vermont,2015,7
Vermont,2014,5
Vermont,2013,4
Vermont,2012,4
Vermont,2011,4
Vermont,2010,2
Vermont,2009,2
Vermont,2008,9
Vermont,2007,8
Vermont,2006,11
Vermont,2005,7
Vermont,2004,5
Vermont,2003,9
Vermont,2002,6
Vermont,2001,7
Vermont,2000,8
Vermont,1999,12
Vermont,1998,8
Vermont,1997,10
Vermont,1996,14
Vermont,1995,9
Vermont,1994,7
Vermont,1993,4
Vermont,1992,4
Vermont,1991,6
Vermont,1990,4
Vermont,1989,5
Vermont,1988,4
Vermont,1987,6
Vermont,1986,8
Vermont,1985,5
Vermont,1984,4
Vermont,1983,8
Vermont,1982,3
Vermont,1981,3
Vermont,1980,4
Vermont,1979,8
Vermont,1978,16
Vermont,1977,9
Vermont,1976,4
Vermont,1975,1
Virginia,2017,217
Virginia,2016,182
Virginia,2015,174
Virginia,2014,165
Virginia,2013,159
Virginia,2012,134
Virginia,2011,106
Virginia,2010,94
Virginia,2009,94
Virginia,2008,107
Virginia,2007,101
Virginia,2006,94
Virginia,2005,107
Virginia,2004,93
Virginia,2003,161
Virginia,2002,159
Virginia,2001,167
Virginia,2000,164
Virginia,1999,151
Virginia,1998,164
Virginia,1997,154
Virginia,1996,150
Virginia,1995,135
Virginia,1994,91
Virginia,1993,84
Virginia,1992,79
Virginia,1991,71
Virginia,1990,67
Virginia,1989,51
Virginia,1988,54
Virginia,1987,53
Virginia,1986,58
Virginia,1985,54
Virginia,1984,58
Virginia,1983,42
Virginia,1982,48
Virginia,1981,46
Virginia,1980,52
Virginia,1979,56
Virginia,1978,66
Virginia,1977,52
Virginia,1976,54
Virginia,1975,56
Washington,2017,144
Washington,2016,109
Washington,2015,100
Washington,2014,103
Washington,2013,85
Washington,2012,79
Washington,2011,64
Washington,2010,59
Washington,2009,59
Washington,2008,59
Washington,2007,66
Washington,2006,58
Washington,2005,45
Washington,2004,43
Washington,2003,85
Washington,2002,77
Washington,2001,73
Washington,2000,55
Washington,1999,48
Washington,1998,48
Washington,1997,52
Washington,1996,49
Washington,1995,39
Washington,1994,23
Washington,1993,23
Washington,1992,29
Washington,1991,24
Washington,1990,26
Washington,1989,27
Washington,1988,33
Washington,1987,23
Washington,1986,34
Washington,1985,22
Washington,1984,25
Washington,1983,17
Washington,1982,19
Washington,1981,20
Washington,1980,24
Washington,1979,36
Washington,1978,56
Washington,1977,27
Washington,1976,19
Washington,1975,27
West Virginia,2017,16
West Virginia,2016,11
West Virginia,2015,9
West Virginia,2014,10
West Virginia,2013,11
West Virginia,2012,15
West Virginia,2011,12
West Virginia,2010,10
West Virginia,2009,10
West Virginia,2008,10
West Virginia,2007,10
West Virginia,2006,8
West Virginia,2005,11
West Virginia,2004,9
West Virginia,2003,14
West Virginia,2002,16
West Virginia,2001,15
West Virginia,2000,14
West Virginia,1999,14
West Virginia,1998,16
West Virginia,1997,20
West Virginia,1996,23
West Virginia,1995,11
West Virginia,1994,6
West Virginia,1993,8
West Virginia,1992,13
West Virginia,1991,9
West Virginia,1990,11
West Virginia,1989,10
West Virginia,1988,4
West Virginia,1987,8
West Virginia,1986,8
West Virginia,1985,7
West Virginia,1984,5
West Virginia,1983,7
West Virginia,1982,9
West Virginia,1981,9
West Virginia,1980,8
West Virginia,1979,10
West Virginia,1978,2
West Virginia,1977,7
West Virginia,1976,8
West Virginia,1975,12
Wisconsin,2017,170
Wisconsin,2016,139
Wisconsin,2015,139
Wisconsin,2014,151
Wisconsin,2013,144
Wisconsin,2012,159
Wisconsin,2011,155
Wisconsin,2010,134
Wisconsin,2009,134
Wisconsin,2008,103
Wisconsin,2007,107
Wisconsin,2006,113
Wisconsin,2005,98
Wisconsin,2004,92
Wisconsin,2003,163
Wisconsin,2002,168
Wisconsin,2001,159
Wisconsin,2000,153
Wisconsin,1999,166
Wisconsin,1998,161
Wisconsin,1997,159
Wisconsin,1996,169
Wisconsin,1995,154
Wisconsin,1994,127
Wisconsin,1993,116
Wisconsin,1992,122
Wisconsin,1991,107
Wisconsin,1990,96
Wisconsin,1989,84
Wisconsin,1988,69
Wisconsin,1987,91
Wisconsin,1986,94
Wisconsin,1985,109
Wisconsin,1984,116
Wisconsin,1983,108
Wisconsin,1982,115
Wisconsin,1981,98
Wisconsin,1980,106
Wisconsin,1979,108
Wisconsin,1978,117
Wisconsin,1977,94
Wisconsin,1976,96
Wisconsin,1975,106
Wyoming,2017,8
Wyoming,2016,4
Wyoming,2015,3
Wyoming,2014,2
Wyoming,2013,3
Wyoming,2012,2
Wyoming,2011,2
Wyoming,2010,2
Wyoming,2009,2
Wyoming,2008,1
Wyoming,2007,1
Wyoming,2006,1
Wyoming,2005,3
Wyoming,2004,5
Wyoming,2003,8
Wyoming,2002,5
Wyoming,2001,7
Wyoming,2000,6
Wyoming,1999,7
Wyoming,1998,6
Wyoming,1997,5
Wyoming,1996,2
Wyoming,1995,4
Wyoming,1994,3
Wyoming,1993,1
Wyoming,1992,3
Wyoming,1991,4
Wyoming,1990,5
Wyoming,1989,6
Wyoming,1988,6
Wyoming,1987,3
Wyoming,1986,4
Wyoming,1985,6
Wyoming,1984,3
Wyoming,1983,2
Wyoming,1982,0
Wyoming,1981,1
Wyoming,1980,3
Wyoming,1979,8
Wyoming,1978,10
Wyoming,1977,5
Wyoming,1976,1
Wyoming,1975,1
